schedule_date,emp_id,full_name,first_name,last_name,scheduled
2022-06-05,4,Micheil Manklow,Micheil,Manklow,false
2022-06-05,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-05,6,Graig Colvin,Graig,Colvin,false
2022-06-06,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-06,6,Graig Colvin,Graig,Colvin,false
2022-06-06,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-06,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-06,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-06,3,Maressa Dearell,Maressa,Dearell,false
2022-06-06,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-06,4,Micheil Manklow,Micheil,Manklow,false
2022-06-06,2,Curtis Utterson,Curtis,Utterson,false
2022-06-06,5,Burtie Connar,Burtie,Connar,false
2022-06-07,6,Graig Colvin,Graig,Colvin,false
2022-06-07,2,Curtis Utterson,Curtis,Utterson,false
2022-06-07,4,Micheil Manklow,Micheil,Manklow,false
2022-06-07,5,Burtie Connar,Burtie,Connar,false
2022-06-07,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-07,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-07,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-07,3,Maressa Dearell,Maressa,Dearell,false
2022-06-07,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-07,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-08,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-08,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-08,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-08,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-08,2,Curtis Utterson,Curtis,Utterson,false
2022-06-08,6,Graig Colvin,Graig,Colvin,false
2022-06-08,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-08,5,Burtie Connar,Burtie,Connar,false
2022-06-08,3,Maressa Dearell,Maressa,Dearell,false
2022-06-08,4,Micheil Manklow,Micheil,Manklow,false
2022-06-09,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-09,5,Burtie Connar,Burtie,Connar,false
2022-06-09,3,Maressa Dearell,Maressa,Dearell,false
2022-06-09,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-09,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-09,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-09,4,Micheil Manklow,Micheil,Manklow,false
2022-06-09,2,Curtis Utterson,Curtis,Utterson,false
2022-06-09,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-09,6,Graig Colvin,Graig,Colvin,false
2022-06-10,2,Curtis Utterson,Curtis,Utterson,false
2022-06-10,5,Burtie Connar,Burtie,Connar,false
2022-06-10,4,Micheil Manklow,Micheil,Manklow,false
2022-06-10,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-10,3,Maressa Dearell,Maressa,Dearell,false
2022-06-10,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-10,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-10,6,Graig Colvin,Graig,Colvin,false
2022-06-10,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-10,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-11,6,Graig Colvin,Graig,Colvin,false
2022-06-11,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-11,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-11,2,Curtis Utterson,Curtis,Utterson,false
2022-06-11,5,Burtie Connar,Burtie,Connar,false
2022-06-11,4,Micheil Manklow,Micheil,Manklow,false
2022-06-11,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-11,3,Maressa Dearell,Maressa,Dearell,false
2022-06-11,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-11,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-12,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-12,5,Burtie Connar,Burtie,Connar,false
2022-06-12,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-12,3,Maressa Dearell,Maressa,Dearell,false
2022-06-12,2,Curtis Utterson,Curtis,Utterson,false
2022-06-12,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-12,6,Graig Colvin,Graig,Colvin,false
2022-06-12,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-12,4,Micheil Manklow,Micheil,Manklow,false
2022-06-12,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-13,6,Graig Colvin,Graig,Colvin,false
2022-06-13,2,Curtis Utterson,Curtis,Utterson,false
2022-06-13,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-13,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-13,5,Burtie Connar,Burtie,Connar,false
2022-06-13,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-13,3,Maressa Dearell,Maressa,Dearell,false
2022-06-13,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-13,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-13,4,Micheil Manklow,Micheil,Manklow,false
2022-06-14,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-14,4,Micheil Manklow,Micheil,Manklow,false
2022-06-14,2,Curtis Utterson,Curtis,Utterson,false
2022-06-14,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-14,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-14,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-14,6,Graig Colvin,Graig,Colvin,false
2022-06-14,3,Maressa Dearell,Maressa,Dearell,false
2022-06-14,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-14,5,Burtie Connar,Burtie,Connar,false
2022-06-15,4,Micheil Manklow,Micheil,Manklow,false
2022-06-15,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-15,3,Maressa Dearell,Maressa,Dearell,false
2022-06-15,2,Curtis Utterson,Curtis,Utterson,false
2022-06-15,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-15,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-15,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-15,6,Graig Colvin,Graig,Colvin,false
2022-06-15,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-15,5,Burtie Connar,Burtie,Connar,false
2022-06-16,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-16,10,Aile Antonazzi,Aile,Antonazzi,true
2022-06-16,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-06-16,6,Graig Colvin,Graig,Colvin,false
2022-06-16,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-16,5,Burtie Connar,Burtie,Connar,false
2022-06-16,2,Curtis Utterson,Curtis,Utterson,false
2022-06-16,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-16,4,Micheil Manklow,Micheil,Manklow,false
2022-06-16,3,Maressa Dearell,Maressa,Dearell,false
2022-06-17,6,Graig Colvin,Graig,Colvin,false
2022-06-17,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-17,10,Aile Antonazzi,Aile,Antonazzi,true
2022-06-17,2,Curtis Utterson,Curtis,Utterson,false
2022-06-17,3,Maressa Dearell,Maressa,Dearell,false
2022-06-17,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-17,4,Micheil Manklow,Micheil,Manklow,false
2022-06-17,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-17,5,Burtie Connar,Burtie,Connar,false
2022-06-17,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-06-18,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-06-18,3,Maressa Dearell,Maressa,Dearell,false
2022-06-18,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-18,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-18,2,Curtis Utterson,Curtis,Utterson,false
2022-06-18,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-18,10,Aile Antonazzi,Aile,Antonazzi,true
2022-06-18,5,Burtie Connar,Burtie,Connar,false
2022-06-18,4,Micheil Manklow,Micheil,Manklow,false
2022-06-18,6,Graig Colvin,Graig,Colvin,false
2022-06-19,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-06-19,5,Burtie Connar,Burtie,Connar,false
2022-06-19,4,Micheil Manklow,Micheil,Manklow,false
2022-06-19,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-19,6,Graig Colvin,Graig,Colvin,false
2022-06-19,3,Maressa Dearell,Maressa,Dearell,false
2022-06-19,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-19,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-19,10,Aile Antonazzi,Aile,Antonazzi,true
2022-06-19,2,Curtis Utterson,Curtis,Utterson,false
2022-06-20,9,Chet Fitzharris,Chet,Fitzharris,true
2022-06-20,5,Burtie Connar,Burtie,Connar,true
2022-06-20,4,Micheil Manklow,Micheil,Manklow,false
2022-06-20,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-20,6,Graig Colvin,Graig,Colvin,false
2022-06-20,2,Curtis Utterson,Curtis,Utterson,true
2022-06-20,3,Maressa Dearell,Maressa,Dearell,false
2022-06-20,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-20,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-20,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-21,3,Maressa Dearell,Maressa,Dearell,false
2022-06-21,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-21,9,Chet Fitzharris,Chet,Fitzharris,true
2022-06-21,6,Graig Colvin,Graig,Colvin,false
2022-06-21,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-21,2,Curtis Utterson,Curtis,Utterson,true
2022-06-21,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-21,4,Micheil Manklow,Micheil,Manklow,false
2022-06-21,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-21,5,Burtie Connar,Burtie,Connar,true
2022-06-22,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-22,6,Graig Colvin,Graig,Colvin,false
2022-06-22,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-22,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-22,2,Curtis Utterson,Curtis,Utterson,false
2022-06-22,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-22,4,Micheil Manklow,Micheil,Manklow,false
2022-06-22,3,Maressa Dearell,Maressa,Dearell,false
2022-06-22,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-22,5,Burtie Connar,Burtie,Connar,false
2022-06-23,5,Burtie Connar,Burtie,Connar,true
2022-06-23,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-23,9,Chet Fitzharris,Chet,Fitzharris,true
2022-06-23,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-23,6,Graig Colvin,Graig,Colvin,false
2022-06-23,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-23,2,Curtis Utterson,Curtis,Utterson,true
2022-06-23,3,Maressa Dearell,Maressa,Dearell,false
2022-06-23,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-23,4,Micheil Manklow,Micheil,Manklow,false
2022-06-24,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-24,2,Curtis Utterson,Curtis,Utterson,true
2022-06-24,3,Maressa Dearell,Maressa,Dearell,false
2022-06-24,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-24,6,Graig Colvin,Graig,Colvin,false
2022-06-24,5,Burtie Connar,Burtie,Connar,true
2022-06-24,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-24,9,Chet Fitzharris,Chet,Fitzharris,true
2022-06-24,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-24,4,Micheil Manklow,Micheil,Manklow,false
2022-06-25,4,Micheil Manklow,Micheil,Manklow,false
2022-06-25,5,Burtie Connar,Burtie,Connar,false
2022-06-25,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-25,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-25,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-25,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-25,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-25,3,Maressa Dearell,Maressa,Dearell,false
2022-06-25,2,Curtis Utterson,Curtis,Utterson,false
2022-06-25,6,Graig Colvin,Graig,Colvin,false
2022-06-26,5,Burtie Connar,Burtie,Connar,true
2022-06-26,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-26,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-26,4,Micheil Manklow,Micheil,Manklow,false
2022-06-26,3,Maressa Dearell,Maressa,Dearell,false
2022-06-26,6,Graig Colvin,Graig,Colvin,false
2022-06-26,2,Curtis Utterson,Curtis,Utterson,true
2022-06-26,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-26,9,Chet Fitzharris,Chet,Fitzharris,true
2022-06-26,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-27,4,Micheil Manklow,Micheil,Manklow,false
2022-06-27,6,Graig Colvin,Graig,Colvin,false
2022-06-27,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-27,2,Curtis Utterson,Curtis,Utterson,false
2022-06-27,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-27,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-27,3,Maressa Dearell,Maressa,Dearell,false
2022-06-27,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-27,7,Jennilee Brimson,Jennilee,Brimson,false
2022-06-27,5,Burtie Connar,Burtie,Connar,false
2022-06-28,2,Curtis Utterson,Curtis,Utterson,false
2022-06-28,6,Graig Colvin,Graig,Colvin,true
2022-06-28,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-28,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-28,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-28,7,Jennilee Brimson,Jennilee,Brimson,true
2022-06-28,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-28,3,Maressa Dearell,Maressa,Dearell,false
2022-06-28,4,Micheil Manklow,Micheil,Manklow,false
2022-06-28,5,Burtie Connar,Burtie,Connar,false
2022-06-29,7,Jennilee Brimson,Jennilee,Brimson,true
2022-06-29,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-29,6,Graig Colvin,Graig,Colvin,true
2022-06-29,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-29,4,Micheil Manklow,Micheil,Manklow,false
2022-06-29,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-29,3,Maressa Dearell,Maressa,Dearell,false
2022-06-29,5,Burtie Connar,Burtie,Connar,false
2022-06-29,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-29,2,Curtis Utterson,Curtis,Utterson,false
2022-06-30,3,Maressa Dearell,Maressa,Dearell,false
2022-06-30,6,Graig Colvin,Graig,Colvin,true
2022-06-30,2,Curtis Utterson,Curtis,Utterson,false
2022-06-30,7,Jennilee Brimson,Jennilee,Brimson,true
2022-06-30,9,Chet Fitzharris,Chet,Fitzharris,false
2022-06-30,4,Micheil Manklow,Micheil,Manklow,false
2022-06-30,10,Aile Antonazzi,Aile,Antonazzi,false
2022-06-30,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-06-30,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-06-30,5,Burtie Connar,Burtie,Connar,false
2022-07-01,4,Micheil Manklow,Micheil,Manklow,false
2022-07-01,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-01,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-01,6,Graig Colvin,Graig,Colvin,false
2022-07-01,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-01,10,Aile Antonazzi,Aile,Antonazzi,true
2022-07-01,3,Maressa Dearell,Maressa,Dearell,false
2022-07-01,5,Burtie Connar,Burtie,Connar,false
2022-07-01,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-07-01,2,Curtis Utterson,Curtis,Utterson,false
2022-07-02,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-02,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-02,4,Micheil Manklow,Micheil,Manklow,false
2022-07-02,6,Graig Colvin,Graig,Colvin,false
2022-07-02,2,Curtis Utterson,Curtis,Utterson,false
2022-07-02,3,Maressa Dearell,Maressa,Dearell,false
2022-07-02,10,Aile Antonazzi,Aile,Antonazzi,true
2022-07-02,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-07-02,5,Burtie Connar,Burtie,Connar,false
2022-07-02,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-03,5,Burtie Connar,Burtie,Connar,false
2022-07-03,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-03,2,Curtis Utterson,Curtis,Utterson,false
2022-07-03,10,Aile Antonazzi,Aile,Antonazzi,true
2022-07-03,3,Maressa Dearell,Maressa,Dearell,false
2022-07-03,4,Micheil Manklow,Micheil,Manklow,false
2022-07-03,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-03,6,Graig Colvin,Graig,Colvin,false
2022-07-03,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-07-03,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-04,5,Burtie Connar,Burtie,Connar,false
2022-07-04,4,Micheil Manklow,Micheil,Manklow,false
2022-07-04,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-04,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-07-04,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-04,3,Maressa Dearell,Maressa,Dearell,false
2022-07-04,2,Curtis Utterson,Curtis,Utterson,false
2022-07-04,6,Graig Colvin,Graig,Colvin,false
2022-07-04,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-04,10,Aile Antonazzi,Aile,Antonazzi,true
2022-07-05,2,Curtis Utterson,Curtis,Utterson,false
2022-07-05,3,Maressa Dearell,Maressa,Dearell,false
2022-07-05,10,Aile Antonazzi,Aile,Antonazzi,true
2022-07-05,6,Graig Colvin,Graig,Colvin,false
2022-07-05,1,Brooke Spurgeon,Brooke,Spurgeon,true
2022-07-05,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-05,4,Micheil Manklow,Micheil,Manklow,false
2022-07-05,5,Burtie Connar,Burtie,Connar,false
2022-07-05,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-05,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-06,5,Burtie Connar,Burtie,Connar,false
2022-07-06,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-06,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-06,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-06,6,Graig Colvin,Graig,Colvin,false
2022-07-06,4,Micheil Manklow,Micheil,Manklow,false
2022-07-06,2,Curtis Utterson,Curtis,Utterson,false
2022-07-06,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-06,3,Maressa Dearell,Maressa,Dearell,false
2022-07-06,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-07,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-07,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-07,4,Micheil Manklow,Micheil,Manklow,false
2022-07-07,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-07,6,Graig Colvin,Graig,Colvin,false
2022-07-07,2,Curtis Utterson,Curtis,Utterson,false
2022-07-07,3,Maressa Dearell,Maressa,Dearell,false
2022-07-07,5,Burtie Connar,Burtie,Connar,false
2022-07-07,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-07,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-08,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-08,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-08,3,Maressa Dearell,Maressa,Dearell,false
2022-07-08,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-08,5,Burtie Connar,Burtie,Connar,true
2022-07-08,6,Graig Colvin,Graig,Colvin,false
2022-07-08,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-08,2,Curtis Utterson,Curtis,Utterson,true
2022-07-08,4,Micheil Manklow,Micheil,Manklow,false
2022-07-08,9,Chet Fitzharris,Chet,Fitzharris,true
2022-07-09,2,Curtis Utterson,Curtis,Utterson,true
2022-07-09,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-09,5,Burtie Connar,Burtie,Connar,true
2022-07-09,4,Micheil Manklow,Micheil,Manklow,false
2022-07-09,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-09,9,Chet Fitzharris,Chet,Fitzharris,true
2022-07-09,6,Graig Colvin,Graig,Colvin,false
2022-07-09,3,Maressa Dearell,Maressa,Dearell,false
2022-07-09,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-09,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-10,3,Maressa Dearell,Maressa,Dearell,false
2022-07-10,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-10,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-10,5,Burtie Connar,Burtie,Connar,true
2022-07-10,6,Graig Colvin,Graig,Colvin,false
2022-07-10,9,Chet Fitzharris,Chet,Fitzharris,true
2022-07-10,4,Micheil Manklow,Micheil,Manklow,false
2022-07-10,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-10,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-10,2,Curtis Utterson,Curtis,Utterson,true
2022-07-11,5,Burtie Connar,Burtie,Connar,false
2022-07-11,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-11,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-11,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-11,6,Graig Colvin,Graig,Colvin,false
2022-07-11,4,Micheil Manklow,Micheil,Manklow,false
2022-07-11,2,Curtis Utterson,Curtis,Utterson,false
2022-07-11,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-11,3,Maressa Dearell,Maressa,Dearell,false
2022-07-11,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-12,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-12,4,Micheil Manklow,Micheil,Manklow,false
2022-07-12,3,Maressa Dearell,Maressa,Dearell,false
2022-07-12,2,Curtis Utterson,Curtis,Utterson,true
2022-07-12,5,Burtie Connar,Burtie,Connar,true
2022-07-12,6,Graig Colvin,Graig,Colvin,false
2022-07-12,9,Chet Fitzharris,Chet,Fitzharris,true
2022-07-12,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-12,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-12,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-13,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-13,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-13,4,Micheil Manklow,Micheil,Manklow,false
2022-07-13,2,Curtis Utterson,Curtis,Utterson,true
2022-07-13,3,Maressa Dearell,Maressa,Dearell,false
2022-07-13,9,Chet Fitzharris,Chet,Fitzharris,true
2022-07-13,5,Burtie Connar,Burtie,Connar,true
2022-07-13,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-13,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-13,6,Graig Colvin,Graig,Colvin,false
2022-07-14,5,Burtie Connar,Burtie,Connar,false
2022-07-14,3,Maressa Dearell,Maressa,Dearell,false
2022-07-14,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-14,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-14,6,Graig Colvin,Graig,Colvin,false
2022-07-14,2,Curtis Utterson,Curtis,Utterson,false
2022-07-14,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-14,4,Micheil Manklow,Micheil,Manklow,false
2022-07-14,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-14,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-15,2,Curtis Utterson,Curtis,Utterson,true
2022-07-15,9,Chet Fitzharris,Chet,Fitzharris,true
2022-07-15,3,Maressa Dearell,Maressa,Dearell,false
2022-07-15,5,Burtie Connar,Burtie,Connar,true
2022-07-15,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-15,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-15,4,Micheil Manklow,Micheil,Manklow,false
2022-07-15,7,Jennilee Brimson,Jennilee,Brimson,false
2022-07-15,6,Graig Colvin,Graig,Colvin,false
2022-07-15,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-16,3,Maressa Dearell,Maressa,Dearell,false
2022-07-16,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-16,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-16,4,Micheil Manklow,Micheil,Manklow,false
2022-07-16,2,Curtis Utterson,Curtis,Utterson,false
2022-07-16,7,Jennilee Brimson,Jennilee,Brimson,true
2022-07-16,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-16,5,Burtie Connar,Burtie,Connar,false
2022-07-16,6,Graig Colvin,Graig,Colvin,true
2022-07-16,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-17,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-17,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-17,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-17,5,Burtie Connar,Burtie,Connar,false
2022-07-17,7,Jennilee Brimson,Jennilee,Brimson,true
2022-07-17,3,Maressa Dearell,Maressa,Dearell,false
2022-07-17,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-17,6,Graig Colvin,Graig,Colvin,true
2022-07-17,2,Curtis Utterson,Curtis,Utterson,false
2022-07-17,4,Micheil Manklow,Micheil,Manklow,false
2022-07-18,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-18,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-18,6,Graig Colvin,Graig,Colvin,true
2022-07-18,5,Burtie Connar,Burtie,Connar,false
2022-07-18,7,Jennilee Brimson,Jennilee,Brimson,true
2022-07-18,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-18,2,Curtis Utterson,Curtis,Utterson,false
2022-07-18,3,Maressa Dearell,Maressa,Dearell,false
2022-07-18,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-18,4,Micheil Manklow,Micheil,Manklow,false
2022-07-19,5,Burtie Connar,Burtie,Connar,false
2022-07-19,2,Curtis Utterson,Curtis,Utterson,false
2022-07-19,9,Chet Fitzharris,Chet,Fitzharris,false
2022-07-19,3,Maressa Dearell,Maressa,Dearell,false
2022-07-19,10,Aile Antonazzi,Aile,Antonazzi,false
2022-07-19,1,Brooke Spurgeon,Brooke,Spurgeon,false
2022-07-19,6,Graig Colvin,Graig,Colvin,true
2022-07-19,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,false
2022-07-19,7,Jennilee Brimson,Jennilee,Brimson,true
2022-07-19,4,Micheil Manklow,Micheil,Manklow,false
2022-07-20,5,Burtie Connar,Burtie,Connar,false
2022-07-20,4,Micheil Manklow,Micheil,Manklow,false
